ID,2023-04-05,2023-04-06,2023-04-07,2023-04-08,2023-04-09,2023-04-10,2023-04-11,2023-04-12,2023-04-13,2023-04-14,2023-04-15,2023-04-16,2023-04-17,2023-04-18,2023-04-19,2023-04-20,2023-04-21,2023-04-22,2023-04-23,2023-04-24,2023-04-25
3060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3080,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3090,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
3100,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,3
3110,11,11,10,11,10,10,9,10,10,9,9,9,10,10,10,10,9,10,10,10,9
3120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3140,38,36,35,34,34,33,33,33,32,31,31,31,31,31,30,30,30,29,29,29,29
3150,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3160,5,6,6,6,6,6,5,6,7,6,6,7,7,7,7,7,6,7,7,8,7
3170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3190,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0
3200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3210,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2
3220,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3230,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
3240,74,73,70,70,71,69,66,66,66,65,65,66,65,64,64,62,62,62,61,61,61
3250,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3290,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3320,4,4,4,4,4,4,4,4,4,3,4,4,3,3,3,3,3,3,3,3,3
3330,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3350,2,2,2,3,2,2,2,2,3,2,2,2,3,3,3,3,2,3,3,3,2
3360,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3370,9,13,13,16,17,17,14,16,18,18,19,20,19,18,21,20,20,20,21,21,21
3380,2,3,3,3,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4
3390,3,4,4,4,5,5,4,4,5,5,5,5,5,5,6,5,5,5,5,6,6
3400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3420,2,3,2,3,3,3,2,3,3,2,2,3,3,3,3,3,3,3,3,3,3
3430,0,0,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1
3440,4,4,4,4,4,4,4,4,4,4,3,3,4,3,3,3,3,3,3,3,3
3450,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3470,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3480,2,3,3,3,3,3,3,3,3,3,3,4,4,4,4,3,3,3,4,4,4
3490,19,18,17,17,18,17,16,17,17,16,16,16,16,16,16,16,15,16,16,16,16
3500,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
3510,14,14,14,14,14,13,13,13,14,13,13,13,13,13,13,13,12,13,13,13,13
3520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3540,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1
3550,2,3,2,3,3,3,2,3,3,2,2,3,3,3,3,3,2,3,3,3,3
3560,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3570,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1
3580,44,43,41,41,42,41,39,39,39,38,38,39,38,38,37,36,37,36,36,36,36
3590,2,3,2,3,3,2,2,2,3,2,2,3,3,3,3,3,2,3,3,3,3
3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3610,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3620,3,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3630,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3640,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3660,1,2,2,2,2,2,2,2,3,3,3,3,3,2,3,3,3,3,3,3,3
3670,19,18,17,17,17,17,16,16,16,16,15,16,16,15,15,15,15,15,15,15,14
3680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3690,3,4,3,4,4,4,4,4,4,4,3,4,4,5,4,4,4,4,4,4,4
3700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3730,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2
3740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3760,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3780,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2
3790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3810,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3820,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3830,100,109,98,114,101,100,87,102,106,101,84,108,115,109,111,111,98,110,120,110,105
3840,439,518,433,598,480,500,394,522,563,516,397,576,650,596,605,604,542,632,689,631,573
3850,126,156,126,187,145,153,118,161,178,162,121,182,207,190,192,192,172,204,221,204,183
3860,7,9,7,11,9,9,7,9,10,10,7,11,12,11,11,11,10,12,13,12,11
3870,192,226,189,259,209,217,172,227,244,223,172,250,282,259,262,262,235,274,299,273,248
3880,13,17,13,20,15,16,13,17,19,17,13,19,22,20,20,20,18,22,24,22,19
3890,51,58,50,64,53,55,44,56,60,56,44,61,68,63,64,64,57,65,72,65,60
3900,405,433,398,444,403,397,352,402,416,397,339,422,443,422,429,428,382,423,457,420,403
3910,77,95,77,113,88,93,72,98,108,98,74,110,126,115,116,116,104,124,134,124,111
3920,59,65,58,70,60,61,51,62,65,61,50,67,72,68,69,69,61,69,76,69,65
3930,6,7,6,9,7,7,5,7,8,8,6,8,10,9,9,9,8,9,10,9,8
3940,10,12,10,14,11,12,9,12,14,12,9,14,16,14,15,15,13,16,17,16,14
3950,6,7,6,9,7,7,6,8,8,8,6,9,10,9,9,9,8,10,10,10,9
3960,7,9,7,11,8,9,7,9,10,9,7,10,12,11,11,11,10,12,13,12,10
3970,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
3980,3,4,4,4,4,4,4,4,5,4,5,5,5,5,5,5,5,5,5,5,5
3990,8,9,8,9,9,9,8,9,9,8,8,9,10,9,10,9,8,9,10,9,9
4000,26,27,26,28,29,28,27,26,28,27,27,29,27,27,28,27,28,28,27,27,27
4010,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4020,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4040,15,16,14,15,15,15,14,14,15,14,13,14,15,14,15,14,13,14,15,14,14
4050,31,45,44,53,61,60,50,57,70,58,66,66,70,69,74,70,68,75,74,79,72
4060,2,3,3,3,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4
4070,2,2,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1
4080,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0
4090,4,5,5,6,6,6,5,6,7,6,6,7,7,7,7,6,6,7,7,7,7
4100,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
4110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4120,2,3,2,3,3,2,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3
4130,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
4140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4170,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2
4180,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4190,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4200,4,5,3,4,4,4,4,4,4,4,3,4,5,4,5,4,4,4,5,4,4
4210,13,16,12,17,16,17,15,17,17,16,11,16,19,20,19,21,18,21,21,19,19
4220,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4230,145,142,136,133,135,129,128,128,128,122,123,124,123,122,121,118,117,116,117,115,115
4240,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4250,53,51,48,48,49,47,47,46,47,44,45,45,44,43,44,42,43,43,42,41,42
4260,12,12,11,11,12,11,11,11,11,11,10,11,11,10,11,10,10,10,10,10,10
4270,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2
4280,165,167,159,162,171,164,160,153,164,157,156,162,157,155,158,149,154,155,151,150,151
4290,23,35,33,39,44,42,37,40,52,42,46,47,50,48,52,49,48,53,51,54,50
4300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4310,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
4320,74,72,70,68,69,68,67,65,65,64,63,64,62,62,61,60,61,60,59,58,59
4330,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4340,7,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5
4350,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4360,4,5,5,6,6,5,5,6,7,6,6,7,7,7,7,6,6,7,7,7,7
4370,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4390,21,20,19,19,19,18,18,18,18,18,17,17,17,17,17,17,16,16,16,16,16
4400,1,2,2,2,2,2,2,2,3,2,2,2,3,2,3,2,2,3,3,3,2
4410,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2
4420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4440,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,3,2,3,2
4450,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4470,771,1033,993,1186,1341,1256,1210,1106,1469,1327,1356,1424,1418,1342,1488,1400,1433,1520,1438,1482,1465
4480,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4490,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4500,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4510,8,18,12,26,17,19,14,22,27,23,19,27,32,30,28,30,28,34,34,33,30
4520,37,36,35,34,34,33,32,33,33,32,30,32,32,31,31,30,30,30,31,29,29
4530,15,18,17,19,21,20,20,18,22,20,20,21,21,20,22,21,22,22,22,21,21
4540,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4550,1,1,1,1,2,1,1,1,2,1,1,2,2,2,2,2,1,2,2,2,2
4560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4570,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4590,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
4600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4610,2,3,3,3,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4
4620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4650,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4660,21,27,24,26,28,25,24,26,30,25,27,28,29,29,29,28,27,29,29,29,27
4670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4680,3,3,3,3,4,3,3,3,4,3,3,4,4,4,4,4,3,4,4,4,4
4690,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4700,185,177,175,166,167,163,164,162,162,155,157,154,151,151,149,148,148,145,143,140,144
4710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4720,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4730,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2
4740,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4750,5,6,6,6,6,6,6,6,7,6,6,6,7,7,7,7,6,7,7,7,6
4760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4770,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4780,2,5,3,7,5,5,4,6,8,7,6,8,9,9,8,9,9,10,10,10,9
4790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4800,59,65,50,64,62,63,58,63,65,59,48,57,65,65,65,68,56,64,68,59,59
4810,2,2,2,2,3,2,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3
4820,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4830,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4840,2,3,3,3,3,3,3,3,4,3,3,3,3,3,4,3,3,4,3,4,3
4850,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4860,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1
4870,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4880,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4890,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4910,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
4920,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
4930,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4950,69,66,64,61,63,61,61,59,60,57,58,57,57,56,55,54,54,54,54,52,53
4960,5,6,5,6,6,6,5,6,6,5,5,5,6,5,6,6,5,5,6,5,5
4970,12,13,11,12,13,12,12,12,13,12,11,12,13,11,13,12,11,12,13,12,11
4980,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,2
4990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5000,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
5010,36,35,33,33,33,32,32,32,32,31,30,30,31,29,30,30,29,28,29,28,28
5020,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,4,5,4,4
5030,2,15,10,24,16,17,13,20,27,24,21,27,32,32,27,31,31,34,34,34,30
5040,289,313,289,299,311,293,284,300,323,280,296,295,306,302,308,298,283,294,300,293,281
5050,12,15,14,15,16,15,14,15,18,14,16,16,17,17,17,17,16,17,17,17,16
5060,49,56,52,54,57,53,51,55,61,51,55,55,57,57,58,57,53,56,57,56,53
5070,0,3,2,5,4,4,3,4,6,5,5,6,7,7,6,7,7,8,7,8,7
5080,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
5090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5100,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5110,4,5,5,5,6,5,5,5,7,6,6,6,6,6,6,6,6,7,6,7,6
5120,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2
5130,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5140,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
5150,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5170,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5180,3,4,3,4,4,4,3,4,4,4,3,4,4,4,4,4,3,4,4,4,4
5190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5210,1,2,1,2,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2
5220,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5230,1,1,1,1,1,1,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2
5240,7,10,9,12,13,12,11,12,16,12,14,13,15,15,16,15,14,16,15,16,15
5250,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5270,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
5280,14,13,13,12,12,12,12,12,12,12,11,11,11,11,11,11,11,11,11,10,11
5290,20,19,18,18,18,17,17,18,17,17,16,16,16,16,16,16,16,16,15,15,15
5300,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5310,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,2,2,1
5320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5330,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5340,7,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5
5350,59,59,55,56,58,55,54,55,58,52,54,52,54,53,54,53,50,52,52,52,50
5360,8,9,8,8,9,8,8,8,9,8,8,8,8,8,8,8,7,8,8,8,8
5370,5,5,5,5,5,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4
5380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5390,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
5400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5410,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
5420,2,3,3,4,4,4,3,4,5,4,4,4,5,5,5,5,4,5,5,5,5
5430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5450,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5460,4,5,4,5,5,5,4,5,5,4,4,5,5,5,5,5,4,5,5,4,4
5470,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
5480,5,7,6,7,7,7,6,7,8,6,7,7,8,8,8,8,7,8,8,8,7
5490,7,10,9,10,11,10,9,10,11,10,10,11,12,11,11,12,11,11,12,12,11
5500,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1
5510,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5520,6,6,6,6,6,6,6,6,7,6,7,6,7,7,7,7,6,7,7,7,6
5530,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
5540,3,3,3,3,3,3,3,3,4,3,3,3,3,3,4,4,4,4,4,4,4
5550,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5580,20,29,25,32,35,32,30,32,43,32,36,34,38,37,41,39,36,41,40,43,38
5590,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
5600,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
5610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5620,34,39,31,36,37,37,33,37,37,35,30,34,38,36,37,39,33,35,39,34,33
5630,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5640,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5650,5,5,5,5,5,5,5,5,5,5,4,4,5,4,4,4,4,4,4,4,4
5660,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
5670,23,22,21,21,21,20,20,20,20,19,19,19,19,19,19,18,18,18,18,18,18
5680,5,6,6,6,6,6,6,6,7,6,6,6,7,7,7,7,6,7,7,7,6
5690,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,3,2,2
5700,5,6,5,6,6,6,6,6,6,6,5,6,6,6,6,6,5,6,6,6,6
5710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5720,33,38,30,35,37,36,32,36,37,35,30,33,37,35,37,38,32,35,38,34,33
5730,10,10,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8
5740,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5760,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,1
5770,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1
5780,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5800,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5810,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5820,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
5830,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4
5840,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2
5850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5860,55,56,50,51,52,52,50,51,51,50,46,47,50,46,48,47,45,45,48,45,44
5870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5890,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,1,1,1,1
5900,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5930,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5940,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5970,32,38,31,35,38,37,33,37,38,36,31,35,39,37,38,40,34,36,40,36,34
5980,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,1,1,1,1,1
5990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
6000,26,25,24,24,24,23,23,22,22,22,22,22,21,22,21,21,21,20,20,20,20
6010,1,1,1,1,2,1,1,1,2,1,2,1,2,2,2,2,1,2,2,2,1
6020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6030,13,13,12,12,13,12,12,12,13,11,12,12,12,12,12,12,11,12,12,12,11
6040,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
6050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6060,5,6,5,6,6,6,6,6,7,6,6,6,6,6,6,6,6,7,6,6,6
6070,6,6,5,6,7,6,6,6,7,6,6,6,7,6,7,7,6,7,7,7,7
6080,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6090,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6100,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6110,48,59,47,55,59,58,51,57,60,56,49,54,60,58,60,63,54,57,63,57,54
6120,3,3,2,2,3,2,2,2,3,2,2,2,3,2,2,2,2,2,3,2,2
